#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20161107,6158014121,68355130,6226369251,1.1,657593001,7476890,665069891,1.12
20161108,6291600617,71272788,6362873405,1.12,663767457,8036613,671804070,1.2
20161109,6290788175,76505396,6367293571,1.2,659627754,8240300,667868054,1.23
20161110,6591252443,71029328,6662281771,1.07,623034873,8392099,631426972,1.33
20161111,5838740352,69728749,5908469101,1.18,607931230,8353007,616284237,1.36
20161112,5914013518,61486838,5975500356,1.03,599538264,7575861,607114125,1.25
20161113,6136815649,62055019,6198870668,1.0,621988238,7543018,629531256,1.2
20161114,6400909946,66849410,6467759356,1.03,685478937,7879403,693358340,1.14
20161115,5796250060,69551613,5865801673,1.19,613181413,8066246,621247659,1.3
20161116,5983619320,71002232,6054621552,1.17,893294183,8852298,902146481,0.98
20161117,6322219168,71629131,6393848299,1.12,952384241,8739470,961123711,0.91
20161118,6275671627,73252351,6348923978,1.15,967770060,9784182,977554242,1.0
20161119,5959844032,67424878,6027268910,1.12,1100653857,10453821,1111107678,0.94
20161120,5890753098,68023390,5958776488,1.14,1147217833,9645643,1156863476,0.83
20161121,6340000885,74809132,6414810017,1.17,909274986,10528083,919803069,1.14
20161122,6546247054,78567515,6624814569,1.19,727120802,10765008,737885810,1.46
20161123,6558549142,74716070,6633265212,1.13,728682040,10417297,739099337,1.41
20161124,6761011298,75180084,6836191382,1.1,715284646,10611608,725896254,1.46
20161125,6816125983,74323621,6890449604,1.08,733429825,10625420,744055245,1.43
20161126,6124046578,64982349,6189028927,1.05,882494782,10168845,892663627,1.14
20161127,6057077202,64597532,6121674734,1.06,1034073498,11089505,1045163003,1.06
20161128,6922106854,73455313,6995562167,1.05,894633586,10946537,905580123,1.21
20161129,7083007897,70861010,7153868907,0.99,752158085,8835708,760993793,1.16
20161130,6834597366,69824809,6904422175,1.01,841441964,7424577,848866541,0.87
20161201,6824669325,69539082,6894208407,1.01,770379517,8081174,778460691,1.04
20161202,6936978004,71341597,7008319601,1.02,944499492,9657351,954156843,1.01
20161203,6501122299,64399231,6565521530,0.98,1016269300,8170621,1024439921,0.8
